CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer
21635,,Christian,G,Lewis,,9305 Kentucky Drive,,Palo Alto,California,United States,94303,375-555-0172,3/20/1965,Bachelors ,Skilled Manual,M,M,1,3,3,3,72126,118,1
19231,,Meghan,R,Gill,,9769 Thistle Circle,,Colma,California,United States,94014,824-555-0156,4/15/1958,Graduate Degree,Skilled Manual,F,M,1,0,0,5,114105,56,0
22955,,Leslie,C,Suarez,,1914 N Lucile Lane,,Milsons Point,New South Wales,Australia,2061,1 (11) 500 555-0130,6/24/1962,Bachelors ,Professional,F,M,0,2,4,5,79960,92,0
18689,,Miguel,,Miller,,4293 Concord Ct.,,Everett,Washington,United States,98201,397-555-0155,7/1/1958,Graduate Degree,Professional,M,M,1,0,4,5,137889,151,0
11833,,Oscar,G,Price,,5049 Teakwood Dr.,,Oak Bay,British Columbia,Canada,V8P,389-555-0114,7/23/1965,Bachelors ,Skilled Manual,M,M,1,1,3,3,127964,135,1
13029,,Jennifer,,Foster,,4581 Coggins Drive,,Port Orchard,Washington,United States,98366,234-555-0149,9/5/1977,Partial College,Skilled Manual,F,S,0,1,0,0,39327,39,0
17889,,Blake,S,Taylor,,524 Sea Point Way,,Leeds,England,United Kingdom,LE18,1 (11) 500 555-0119,6/28/1958,Bachelors ,Manual,M,M,1,0,0,1,26678,66,0
14617,,Aaron,,Flores,,8225 Northridge Road,,Edmonds,Washington,United States,98020,831-555-0184,2/3/1963,Bachelors ,Professional,M,S,0,1,0,0,90963,72,1
23543,,Michele,,Sanchez,,5952 Haven Drive,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0176,2/23/1961,Partial College,Skilled Manual,F,M,1,3,4,5,67631,88,1
19496,,Edgar,,Subram,,Werftstr 5400,,Frankfurt am Main,Saarland,Germany,60075,1 (11) 500 555-0187,1/9/1979,Partial College,Clerical,M,S,1,1,3,3,59227,100,1
12594,,Sandra,,Gao,,1121 Ferry Street,,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0171,2/16/1961,Graduate Degree,Clerical,F,M,1,0,0,4,66248,52,0
12102,,Devin,K,Simmons,,3716 D Mt. Hood Circle,,Novato,California,United States,94947,250-555-0138,6/4/1949,Partial College,Professional,M,M,1,2,1,4,103653,100,0
19618,,Ross,,Johnsen,,5041 Stillwater Court,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0189,5/10/1962,Partial College,Skilled Manual,M,M,1,2,4,5,97878,146,1
20660,,Christina,,Cox,,9741 Limeridge Drive,,Puyallup,Washington,United States,98371,480-555-0190,10/19/1969,Graduate Degree,Professional,F,M,1,0,0,1,103377,55,0
23488,,Luis,,Nelson,,6869 Shakespeare Drive,,Langley,British Columbia,Canada,V3A 4R2,176-555-0198,2/11/1961,Partial College,Professional,M,M,1,3,4,5,97031,141,1
22290,,Jocelyn,R,Jenkins,,7632 Willbrook Court,,Seattle,Washington,United States,98104,763-555-0121,9/21/1963,Bachelors ,Professional,F,M,1,2,2,4,91313,72,1
27565,,Kayla,L,Wood,,1142 Firestone Dr.,,Downey,California,United States,90241,310-555-0119,6/5/1959,Bachelors ,Professional,F,M,0,0,3,4,80114,82,0
12465,,Cassandra,P,Patel,,8374 Vista Del Diablo,,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0134,2/23/1967,Partial College,Manual,F,M,1,1,1,1,31899,52,0
14334,,Patrick,M,Murphy,,746 Whiteaben Drive,,Walla Walla,Washington,United States,99362,276-555-0144,7/25/1980,High School,Skilled Manual,M,M,0,2,0,0,58840,67,1
21310,,Mariah,L,Hayes,,9941 Roanwood Way,,Los Angeles,California,United States,90012,647-555-0141,10/4/1955,High School,Professional,F,M,1,1,1,2,90251,64,0
21262,,Sara,R,Edwards,,8168 Landover Lane,,Spring Valley,California,United States,91977,941-555-0150,6/1/1976,Partial College,Skilled Manual,F,S,0,1,0,0,44180,44,0
12814,,Casey,A,Sharma,,Auf den Kuhlen Straße 3,,Essen,Hamburg,Germany,45001,1 (11) 500 555-0176,4/10/1967,Bachelors ,Clerical,F,S,0,0,1,1,39675,47,0
23468,,Sean,K,Roberts,,3403 Rapallo Lane,,Daly City,California,United States,94015,799-555-0194,8/27/1964,Graduate Degree,Management,M,S,0,2,2,2,168757,115,1
19357,,Ryan,M,Flores,,Kampstr 9859,,Ingolstadt,Bayern,Germany,85049,1 (11) 500 555-0160,11/26/1979,Partial College,Clerical,M,S,1,1,3,3,56475,100,1
12451,,Anna,K,Simmons,,6793 Longview Road,,Vancouver,British Columbia,Canada,V7L 4J4,242-555-0193,8/10/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,83439,49,0
26495,,Allison,,Baker,,2976 Dumbarton Drive,,Cliffside,British Columbia,Canada,V8Y 1L1,856-555-0149,12/16/1948,High School,Professional,F,S,1,2,1,2,50996,45,0
18083,,Osarumwense,Uwaifiokun,Agbonile,,3858 Vista Diablo,Unit C,Issaquah,Washington,United States,98027,592-555-0152,4/18/1948,Partial College,Professional,M,M,1,1,1,2,107279,89,0
12194,,Destiny,E,Foster,,4655 Shuey Ave,,San Gabriel,California,United States,91776,698-555-0118,7/17/1953,Graduate Degree,Management,F,S,1,2,0,3,77970,50,0
24482,,Roy,A,Ramos,,1868 Alexander Pl,,Melton,Victoria,Australia,3337,1 (11) 500 555-0110,8/16/1958,Bachelors ,Management,M,M,1,2,0,4,119378,83,0
20242,,Christopher,M,Thomas,,9650 Leisure Lane,,Sydney,New South Wales,Australia,1002,1 (11) 500 555-0137,7/7/1931,Graduate Degree,Management,M,M,0,2,0,5,169688,69,0
17226,,Gilbert,G,McDonald,,4113 Marsh Meadow Way,,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0166,8/5/1947,Partial High School,Professional,M,M,1,4,5,5,156236,165,1
12554,,Barry,O,Rodriguez,,2624 Pome Court,,Cambridge,England,United Kingdom,CB4 4BZ,1 (11) 500 555-0194,3/2/1938,Graduate Degree,Clerical,M,M,1,0,0,1,73381,67,0
13925,,Wyatt,A,Barnes,,1211 Sherry Circle,,Redwood City,California,United States,94063,358-555-0164,10/12/1963,Bachelors ,Professional,M,S,1,1,0,0,106720,78,1
12736,,Diana,C,Ruiz,,Westheimer Straße 924322,,Frankfurt,Bayern,Germany,91480,1 (11) 500 555-0181,7/26/1972,Partial High School,Manual,F,S,1,2,0,0,25595,37,0
11899,,Brenda,,Perez,,9935 San Carlos Avenue,,Melton,Victoria,Australia,3337,1 (11) 500 555-0181,9/16/1970,Graduate Degree,Management,F,S,1,1,4,4,116098,83,1
17580,,Noah,M,White,,9422 Rolando Avenue,,Los Angeles,California,United States,90012,399-555-0187,10/14/1971,Graduate Degree,Professional,M,M,1,0,0,3,109145,85,0
12383,,Albert,M,Gomez,,"2401, rue des Bouchers",,Paris,Seine (Paris),France,75008,1 (11) 500 555-0177,4/20/1973,High School,Manual,M,S,0,1,0,0,41956,62,0
15529,,Jason,,Allen,,16 Woodside Court,,Lynnwood,Washington,United States,98036,151-555-0119,7/5/1963,Bachelors ,Professional,M,M,1,2,2,4,100090,114,1
16505,,Erin,,Gray,,8801 Lee Lane,,Fremont,California,United States,94536,131-555-0192,8/7/1974,High School,Skilled Manual,F,S,1,2,0,0,47284,39,1
11049,,Carol,C,Rai,,6064 Madrid,,Chula Vista,California,United States,91910,654-555-0180,7/18/1980,Partial High School,Clerical,F,S,1,2,0,0,48422,41,1
20379,,Brittney,C,Chen,,1707 Willowwood Ct.,,Bellflower,California,United States,90706,488-555-0126,11/18/1937,Graduate Degree,Management,F,S,1,2,0,3,105671,47,1
29302,,Carolyn,S,Fernandez,,5639 Lee Lane,,Geelong,Victoria,Australia,3220,1 (11) 500 555-0134,1/19/1964,Bachelors ,Professional,F,S,0,1,0,0,90449,53,0
17651,,Ethan,E,Butler,,"39, avenue des Laurentides",,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0184,2/25/1970,Partial College,Clerical,M,S,1,2,2,2,45043,87,1
27711,,Barbara,,Tang,,6991 Mauna Kea Court,,Warrnambool,Victoria,Australia,3280,1 (11) 500 555-0120,1/20/1963,Bachelors ,Professional,F,M,0,2,0,0,88843,60,0
16218,,Julia,,Simmons,,2701 Sierra Rd,,Redmond,Washington,United States,98052,237-555-0151,10/4/1953,Bachelors ,Skilled Manual,F,M,1,1,0,1,43797,46,0
15104,,Ashley,,Thompson,,"371, rue des Rosiers",,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0117,2/4/1953,Partial College,Professional,F,M,1,2,2,4,115688,76,1
20021,,Alexander,I,Jones,,5805 Nob Hill Drive,,Haney,British Columbia,Canada,V2W 1W2,172-555-0116,6/28/1965,Bachelors ,Skilled Manual,M,M,1,0,4,4,118085,147,1
19476,,Sarah,T,Anderson,,Am Kreuz 4124,,Werne,Nordrhein-Westfalen,Germany,59368,1 (11) 500 555-0189,10/25/1966,Bachelors ,Professional,F,M,1,0,0,0,57561,53,0
19694,,Stephanie,,Perez,,6888 Relief Valley Ct.,,Edmonds,Washington,United States,98020,553-555-0146,9/14/1962,Partial College,Professional,F,M,1,3,2,2,100244,70,1
11811,,Abigail,C,Brooks,,1617 Crossbow Way,,Colma,California,United States,94014,367-555-0138,6/15/1967,Bachelors ,Professional,F,S,1,1,0,0,56248,54,1
21016,,Michele,J,Kapoor,,Werftstr 54,,Berlin,Saarland,Germany,12311,1 (11) 500 555-0115,8/8/1960,Graduate Degree,Clerical,F,M,1,0,0,3,57669,50,0
18240,,Arthur,,Smith,,3253 La Jolla,,Melton,Victoria,Australia,3337,1 (11) 500 555-0178,10/4/1969,Graduate Degree,Management,M,M,1,0,0,1,140123,89,0
15821,,Logan,C,Anderson,,3938 Baywood Drive,,West Covina,California,United States,91791,147-555-0142,12/26/1980,High School,Skilled Manual,M,S,0,2,0,0,51777,63,1
14135,,Clayton,,Xie,,"1, rue de la Cavalerie",,Roncq,Nord,France,59223,1 (11) 500 555-0145,8/10/1943,Partial College,Manual,M,M,1,0,0,1,17598,57,0
13127,,Shane,A,Fernandez,,1888 Buena Vista,,Melton,Victoria,Australia,3337,1 (11) 500 555-0136,12/10/1964,Bachelors ,Professional,M,S,0,1,0,0,95764,82,1
13591,,Latasha,A,Alonso,,2168 Reading Drive,,York,England,United Kingdom,Y03 4TN,1 (11) 500 555-0110,5/25/1953,Bachelors ,Management,F,M,1,3,5,5,137761,97,1
13139,,Carmen,C,Perez,,1622 Silver Oaks Place,,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0195,2/9/1956,Partial College,Skilled Manual,F,S,0,1,0,1,59605,49,1
14202,,Clayton,,Zeng,,Heideweg 6446,,Saarbrücken,Saarland,Germany,66001,1 (11) 500 555-0116,7/19/1948,Partial High School,Skilled Manual,M,S,1,4,1,4,108237,88,0
19086,,Tommy,,Chander,,243 Pine Dr,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0113,11/16/1975,Bachelors ,Professional,M,S,0,3,0,0,88306,67,0
20612,,Colin,J,Yang,,3230 Virginia Hills,,Seaford,Victoria,Australia,3198,1 (11) 500 555-0158,5/1/1973,Partial College,Management,M,M,1,3,5,5,170456,168,1
19841,,Alexandria,L,Jenkins,,3274 Reading Dr,,El Cajon,California,United States,92020,741-555-0112,10/4/1943,Bachelors ,Management,F,M,0,2,0,5,81879,53,0
17394,,Veronica,,Mehta,,9011 Santa Lucia Dr.,,Colma,California,United States,94014,775-555-0129,4/20/1964,Graduate Degree,Management,F,S,0,2,2,2,152919,73,1
14687,,Olivia,T,Price,,"14, avenue du Port",,Paris,Seine (Paris),France,75007,1 (11) 500 555-0152,2/22/1974,Partial College,Clerical,F,S,1,1,0,0,32469,40,1
13291,,Nina,,Xu,,8689 St. George Court,,Branson,Missouri,United States,65616,118-555-0189,2/25/1962,Partial College,Professional,F,M,1,3,4,5,110487,97,1
21975,,Alfredo,,Ruiz,,8769 Haven Drive,,Perth,South Australia,Australia,6006,1 (11) 500 555-0166,1/5/1963,Bachelors ,Professional,M,M,1,3,5,5,103293,152,1
28702,,Danny,,Martin,,Auf dem Ufer 164,,Duesseldorf,Hessen,Germany,40434,1 (11) 500 555-0184,8/6/1969,Graduate Degree,Skilled Manual,M,S,0,0,0,0,100635,71,0
19057,,Joanna,A,Ramos,,Celler Weg 4141,,Salzgitter,Hessen,Germany,38231,1 (11) 500 555-0148,9/16/1953,Bachelors ,Management,F,M,0,2,5,5,134474,107,1
17863,,Bailey,,Cooper,,4666 Sierra Ridge,,Lemon Grove,California,United States,91945,376-555-0111,4/19/1960,Bachelors ,Professional,F,S,1,1,0,0,49195,46,0
13441,,Omar,S,Zhang,,7481 Caravelle Ct.,,Bellingham,Washington,United States,98225,820-555-0158,5/14/1962,Partial College,Professional,M,M,1,4,4,5,122205,145,1
25646,,Randall,,Torres,,2319 Hilltop Dr.,,London,England,United Kingdom,E17 6JF,1 (11) 500 555-0160,10/17/1964,Bachelors ,Skilled Manual,M,M,1,0,0,1,66592,72,0
12442,,Allison,,Richardson,,4344 Azoras Cir,,Burbank,California,United States,91502,618-555-0124,8/4/1957,Partial College,Clerical,F,M,1,1,0,1,41673,49,0
18733,,Rafael,R,Gao,,7588 Deerfield Dr,,Gold Coast,Queensland,Australia,4217,1 (11) 500 555-0167,10/23/1965,Bachelors ,Professional,M,S,0,1,0,0,96122,79,1
16793,,Savannah,F,Hernandez,,8483 Wilke Drive,,Santa Cruz,California,United States,95062,939-555-0179,5/7/1947,Bachelors ,Management,F,S,1,0,1,2,96275,61,0
23533,,Rafael,,Nath,,4596 Flora Ave,,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0198,11/15/1959,Bachelors ,Professional,M,S,1,1,0,1,122554,81,1
13440,,Sydney,A,Miller,,7474 High St.,,Victoria,British Columbia,Canada,V8V,134-555-0132,2/18/1962,Partial College,Professional,F,S,1,3,4,5,96344,89,1
22323,,Erica,C,Liang,,"2110321, boulevard Beau Marchais",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0149,12/12/1971,Partial College,Clerical,F,S,1,1,2,2,37034,58,1
17672,,Thomas,,Coleman,,6946 Ridge Circle,,Renton,Washington,United States,98055,727-555-0111,10/26/1956,High School,Skilled Manual,M,M,0,2,0,2,61159,74,0
16412,,Leah,,Liang,,"99, avenue Reille",,Croix,Nord,France,59170,1 (11) 500 555-0139,6/11/1964,Partial High School,Manual,F,S,1,2,2,3,11995,50,0
27549,,Hunter,M,Johnson,,1958 Weaver Court,,Walla Walla,Washington,United States,99362,436-555-0161,12/4/1960,Partial College,Skilled Manual,M,M,1,1,0,1,98614,81,0
19661,,Nathaniel,A,Cox,,4866 Sequoia Woods Pl.,,Metchosin,British Columbia,Canada,V9,432-555-0179,2/25/1968,Bachelors ,Management,M,S,1,1,4,4,119527,133,1
27321,,Dylan,L,Zhang,,Hunzinger Allee 664,,Saarlouis,Saarland,Germany,66740,1 (11) 500 555-0179,2/26/1953,Partial College,Professional,M,M,1,2,2,4,126257,118,0
17014,,Michael,,Harris,,475 Santa Maria,,Santa Cruz,California,United States,95062,833-555-0154,10/27/1962,Bachelors ,Professional,M,S,1,1,0,1,102939,82,1
18649,,Jackson,H,Patterson,,306 Spring Hill Drive,,Woodland Hills,California,United States,91364,503-555-0182,8/14/1955,High School,Clerical,M,S,1,2,0,1,67848,68,0
23976,,Rachael,J,Arun,,8836 First Ave.,,London,England,United Kingdom,EC1R 0DU,1 (11) 500 555-0165,3/21/1958,Bachelors ,Manual,F,S,1,0,0,1,11149,39,0
12151,,Steven,M,Kelly,,8625 Olive Ave.,,Lemon Grove,California,United States,91945,582-555-0134,5/12/1964,Bachelors ,Management,M,M,1,3,2,2,158802,125,1
21316,,John,I,Thompson,,9135 Rockford Dr.,,San Carlos,California,United States,94070,358-555-0167,3/19/1936,Graduate Degree,Management,M,M,0,3,3,3,183167,122,0
13763,,Stephanie,D,Richardson,,1242 Frame Lane,,Yakima,Washington,United States,98901,578-555-0111,10/11/1959,Graduate Degree,Skilled Manual,F,S,1,0,0,4,92218,48,1
18520,,Rafael,D,Huang,,4124 Escobar St,,Chula Vista,California,United States,91910,100-555-0197,11/27/1965,Bachelors ,Management,M,M,1,3,2,2,163260,120,1
18026,,Alisha,R,He,,4991 Kaywood Dr.,,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0195,10/28/1963,Bachelors ,Skilled Manual,F,M,1,0,0,1,54685,47,0
17267,,Abigail,,Stewart,,7772 Golden Meadow,,Oakland,California,United States,94611,110-555-0153,4/21/1958,Partial College,Skilled Manual,F,M,1,1,0,1,90281,52,0
16964,,Gavin,,Wood,,5696 Morgan Territory Rd.,,Langford,British Columbia,Canada,V9,696-555-0114,5/20/1969,Graduate Degree,Professional,M,M,1,0,0,1,108206,85,0
19365,,Wayne,,Shan,,Zur Lindung 6,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0126,7/3/1962,Bachelors ,Skilled Manual,M,M,1,1,0,1,70277,79,1
11702,,Jenny,S,Zhou,,2107 Cardinal,,Burlingame,California,United States,94010,763-555-0124,10/17/1963,Bachelors ,Professional,F,S,1,2,2,4,96672,70,0
23349,,Lauren,L,Johnson,,2378 Joyce Dr.,,Fremont,California,United States,94536,266-555-0162,6/20/1973,Bachelors ,Management,F,S,0,1,0,0,87974,47,0
27661,,Christopher,F,Martinez,,7299 Pheasant Ct.,,National City,California,United States,91950,491-555-0116,8/10/1936,Graduate Degree,Management,M,M,1,4,3,3,162163,118,0
25395,,Paige,K,Flores,,9126 Jamie Way,,Sedro Woolley,Washington,United States,98284,155-555-0140,11/3/1971,Graduate Degree,Professional,F,S,1,0,0,1,92452,52,0
15122,,Abby,T,Raman,,6937 E. 42nd Street,,Townsville,Queensland,Australia,4810,1 (11) 500 555-0189,12/11/1976,Bachelors ,Professional,F,S,1,3,0,0,78308,47,0
17635,,Terry,,Deng,,Westheimer Straße 6616,,Salzgitter,Hessen,Germany,38231,1 (11) 500 555-0116,2/4/1972,High School,Manual,M,S,0,1,0,0,43338,60,1
12819,,Nicolas,,Chander,,"500, avenue de la Gare",,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0125,4/23/1966,High School,Manual,M,S,1,0,2,2,11610,72,1
23094,,Carolyn,,Gill,,2406 Kane Circle,,Melton,Victoria,Australia,3337,1 (11) 500 555-0151,12/26/1949,Partial High School,Clerical,F,M,1,2,1,2,23052,48,0
25683,,Ebony,,Ruiz,,"57, rue de l´Avenir",,Paris,Seine (Paris),France,75003,1 (11) 500 555-0122,8/25/1970,Graduate Degree,Manual,F,S,0,0,0,0,35642,42,0
28977,,Carlos,,Nelson,,9466 Morning Glory Dr.,,Palo Alto,California,United States,94303,550-555-0149,7/25/1940,Bachelors ,Management,M,S,1,2,0,3,102881,65,0
11105,,Candace,,Fernandez,,5029 Blue Ridge,,Matraville,New South Wales,Australia,2036,1 (11) 500 555-0162,12/28/1964,Bachelors ,Professional,F,S,0,1,0,0,88445,52,0
28016,,Cody,R,Sanders,,5893 Wiget Lane,,Newport Beach,California,United States,92625,480-555-0112,11/21/1945,Partial High School,Clerical,M,S,0,4,0,5,21956,55,0
16390,,Mario,A,Nath,,Lützowplatz 5700,,Offenbach,Saarland,Germany,63009,1 (11) 500 555-0156,2/26/1968,Bachelors ,Clerical,M,S,0,0,1,1,59688,78,0
18970,,Jason,G,Roberts,,4252 Alpine Rd.,,Los Angeles,California,United States,90012,654-555-0146,8/12/1943,Graduate Degree,Management,M,M,1,2,0,3,111521,82,0
25141,,Walter,,Gutierrez,,5498 Treat Blvd.,,London,England,United Kingdom,SW8 1XD,1 (11) 500 555-0149,9/16/1973,Partial High School,Manual,M,S,1,2,0,0,26678,54,0
14807,,Brenda,M,Martinez,,"487, rue Montcalm",,Les Ulis,Essonne,France,91940,1 (11) 500 555-0137,2/5/1963,Partial High School,Manual,F,S,1,2,2,4,19318,54,1
12727,,Amanda,E,Ross,,"141, rue Jean Mermoz",,Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0184,4/12/1980,Partial High School,Manual,F,S,0,2,0,0,27861,39,1
12931,,Ann,M,Fernandez,,9892 N. Spoonwood Ct.,,Chula Vista,California,United States,91910,145-555-0155,10/5/1969,Graduate Degree,Professional,F,S,1,2,5,5,80963,93,1
16215,,Thomas,M,Turner,,8143 Creekridge Lane,,Lynnwood,Washington,United States,98036,972-555-0110,5/12/1966,Graduate Degree,Skilled Manual,M,M,1,0,0,0,104670,84,0
19339,,Lance,L,Gomez,,Pappelallee 6,,Braunschweig,Nordrhein-Westfalen,Germany,38001,1 (11) 500 555-0143,6/23/1966,Bachelors ,Professional,M,M,1,0,0,0,79357,86,0
16732,,Natalie,,Flores,,3805 Brushcreek Court,,Port Orchard,Washington,United States,98366,433-555-0124,6/25/1978,High School,Skilled Manual,F,S,0,2,0,0,47416,47,1
22739,,Destiny,J,Rodriguez,,4556 Rolling Green Circle,,Langley,British Columbia,Canada,V3A 4R2,729-555-0189,4/10/1944,Bachelors ,Management,F,M,1,2,0,4,90912,49,0
12101,,Logan,,Patterson,,9211 Holiday Hills Drive,,Newport Beach,California,United States,92625,703-555-0171,4/24/1949,Partial College,Professional,M,S,1,2,1,4,96441,84,1
14674,,Alexis,D,Williams,,4938 York Dr.,,Sunbury,Victoria,Australia,3429,1 (11) 500 555-0114,10/1/1967,Bachelors ,Professional,F,M,1,4,5,5,83835,97,0
17802,,Erick,C,Arun,,Hochstr 8444,,Hof,Bayern,Germany,95010,1 (11) 500 555-0122,10/10/1964,Partial High School,Manual,M,S,1,2,3,4,25742,85,1
21236,,Adrian,J,Peterson,,2098 Chilpancingo Pkwy.,,Port Orchard,Washington,United States,98366,362-555-0181,4/16/1975,High School,Skilled Manual,M,S,1,1,0,0,35645,65,1
19615,,Franklin,,Sun,,3925 North 39th Street,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0187,12/3/1962,Partial College,Skilled Manual,M,S,1,1,0,1,80270,74,0
20562,Mr.,Jim,,Rodman,,2377 Joyce Dr,,Esher-Molesey,England,United Kingdom,EM15,899-555-0100,9/13/1955,Partial College,Professional,F,M,1,3,4,4,138522,100,1
15787,,Cynthia,,Gonzalez,,5757 St. Catherines Court,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0114,5/21/1961,Partial College,Skilled Manual,F,S,1,1,0,1,65957,47,0
19656,,Sydney,,Travers,,3365 Atherton Circle,# 11,Grossmont,California,United States,91941,641-555-0112,8/23/1974,Partial College,Skilled Manual,F,M,1,1,0,0,40290,46,0
19894,,Elijah,M,Sharma,,8561 Hilltop Road,,Bellingham,Washington,United States,98225,783-555-0176,7/13/1952,High School,Professional,M,S,1,2,1,2,94276,84,1
